orlandi	NNP	NNP
,	,	,
massimo	NNP	NNP
cuttitta	NNP	NNP
,	,	,
giambatista	NNP	NNP
croci	NNP	NNP
,	,	,
gianluca	NNP	NNP
guidi	NNP	NNP
,	,	,
nicola	NNP	NNP
mazzucato	NNP	NNP
,	,	,
alessandro	NNP	NNP
moscardi	NNP	NNP
,	,	,
andrea	NNP	NNP
castellani	NNP	NNP
.	.	.

soccer	NN	NN
-	:	:
late	JJ	NNP
goals	NNS	NNP
give	VBP	NNP
japan	NNP	NNP
win	NNP	VBP
over	IN	RP
syria	NNP	NNP
.	.	.

al-ain	NNP	NNP
,	,	,
united	NNP	NNP
arab	NNP	NNP
emirates	NNPS	NNP
1996-12-06	CD	CD

two	CD	CD
goals	NNS	NNS
in	IN	IN
the	DT	DT
last	JJ	JJ
six	CD	CD
minutes	NNS	NNS
gave	VBD	VBD
holders	NNS	NNS
japan	NNP	NNP
an	DT	DT
uninspiring	JJ	JJ
2-1	CD	CD
asian	NNP	NNP
cup	NNP	NNP
victory	NN	NN
over	IN	IN
syria	NNP	NNP
on	IN	IN
friday	NNP	NNP
.	.	.

takuya	NNP	NNP
takagi	NNP	NNP
headed	VBD	VBD
the	DT	DT
winner	NN	NN
in	IN	IN
the	DT	DT
88th	JJ	JJ
minute	NN	NN
of	IN	IN
the	DT	DT
group	NN	NN
c	NNP	SYM
game	NN	NN
after	IN	IN
goalkeeper	NN	NN
salem	NNP	NNP
bitar	NNP	NNP
spoiled	JJ	VBD
a	DT	DT
mistake-free	NN	JJ
display	NN	NN
by	IN	IN
allowing	VBG	VBG
the	DT	DT
ball	NN	NN
to	TO	TO
slip	VB	VB
under	IN	IN
his	PRP$	PRP$
body	NN	NN
.	.	.

it	PRP	PRP
was	VBD	VBD
the	DT	DT
second	JJ	JJ
syrian	JJ	JJ
defensive	JJ	NN
blunder	NN	NN
in	IN	IN
four	CD	CD
minutes	NNS	NNS
.	.	.

defender	NNP	NN
hassan	NNP	NNP
abbas	NNP	NNP
rose	VBD	VBD
to	TO	TO
intercept	VB	VB
a	DT	DT
long	JJ	JJ
ball	NN	NN
into	IN	IN
the	DT	DT
area	NN	NN
in	IN	IN
the	DT	DT
84th	JJ	JJ
minute	NN	NN
but	CC	CC
only	RB	RB
managed	VBD	VBN
to	TO	TO
divert	VB	VB
it	PRP	PRP
into	IN	IN
the	DT	DT
top	JJ	JJ
corner	NN	NN
of	IN	IN
bitar	NN	NNP
's	POS	POS
goal	NN	NN
.	.	.

syria	NNP	NNP
had	VBD	VBD
taken	VBN	VBN
the	DT	DT
lead	NN	NN
from	IN	IN
their	PRP$	PRP$
first	JJ	JJ
serious	JJ	JJ
attack	NN	NN
in	IN	IN
the	DT	DT
seventh	JJ	JJ
minute	NN	NN
.	.	.

nader	NNP	NNP
jokhadar	NNP	NNP
headed	VBD	VBD
a	DT	DT
cross	NN	NN
from	IN	IN
the	DT	DT
right	NN	NN
by	IN	IN
ammar	NNP	NNP
awad	NNP	NNP
into	IN	IN
the	DT	DT
top	JJ	JJ
right	NN	JJ
corner	NN	NN
of	IN	IN
kenichi	NNP	NNP
shimokawa	NNP	NNP
's	POS	POS
goal	NN	NN
.	.	.

japan	NNP	NNP
then	RB	RB
laid	VBD	VBN
siege	NN	NN
to	TO	TO
the	DT	DT
syrian	JJ	JJ
penalty	NN	NN
area	NN	NN
and	CC	CC
had	VBD	VBD
a	DT	DT
goal	NN	NN
disallowed	VBD	VBN
for	IN	IN
offside	NN	NN
in	IN	IN
the	DT	DT
16th	JJ	JJ
minute	NN	NN
.	.	.

a	DT	DT
minute	NN	NN
later	RB	RB
,	,	,
bitar	NN	NNP
produced	VBD	VBD
a	DT	DT
good	JJ	JJ
double	JJ	JJ
save	VB	NN
,	,	,
first	JJ	JJ
from	IN	IN
kazuyoshi	NNP	NNP
miura	NNP	NNP
's	POS	POS
header	NN	NN
and	CC	CC
then	RB	RB
blocked	VBN	VBD
a	DT	DT
takagi	NNP	NNP
follow-up	JJ	JJ
shot	NN	NN
.	.	.

bitar	JJ	NNP
saved	JJ	VBD
well	NN	RB
again	RB	RB
from	IN	IN
miura	NNP	NNP
in	IN	IN
the	DT	DT
37th	JJ	JJ
minute	NN	NN
,	,	,
parrying	VBG	VBG
away	RB	RP
his	PRP$	PRP$
header	NN	NN
from	IN	IN
a	DT	DT
corner	NN	NN
.	.	.

japan	NNP	NNP
started	VBD	VBD
the	DT	DT
second	JJ	JJ
half	NN	NN
brightly	RB	RB
but	CC	CC
bitar	NNP	NNP
denied	VBD	VBD
them	PRP	PRP
an	DT	DT
equaliser	NN	NN
when	WRB	WRB
he	PRP	PRP
dived	VBD	VBD
to	TO	TO
his	PRP$	PRP$
right	NN	NN
to	TO	TO
save	VB	VB
naoki	NNP	NNP
soma	NNP	NNP
's	POS	POS
low	JJ	JJ
drive	NN	NN
in	IN	IN
the	DT	DT
53rd	CD	JJ
minute	NN	NN
.	.	.

japan	NNP	NNP
:	:	:
19	CD	CD
-	:	:
kenichi	NNP	NNP
shimokawa	NNP	NNP
,	,	,
2	CD	CD
-	:	:
hiroshige	NNP	NNP
yanagimoto	NNP	NNP
,	,	,
3	CD	CD
-	:	:
naoki	NNP	NNP
soma	NNP	NNP
,	,	,
4	CD	CD
-	:	:
masami	NNP	NNP
ihara	NNP	NNP
,	,	,
5	CD	CD
-	:	:
norio	NNP	NNP
omura	NNP	NNP
,	,	,
6	CD	CD
-	:	:
motohiro	NNP	NNP
yamaguchi	NNP	NNP
,	,	,
8	CD	CD
-	:	:
masakiyo	NNP	NNP
maezono	NNP	NNP
(	(	(
7	CD	CD
-	:	:
yasuto	NNP	NNP
honda	NNP	NNP
71	CD	CD
)	)	)
,	,	,
9	CD	CD
-	:	:
takuya	NNP	NNP
takagi	NNP	NNP
,	,	,
10	CD	CD
-	:	:
hiroshi	NNP	NNP
nanami	NNP	NNP
,	,	,
11	CD	CD
-	:	:
kazuyoshi	NNP	NNP
miura	NNP	NNP
,	,	,
15	CD	CD
-	:	:
hiroaki	NNP	NNP
morishima	NNP	NNP
(	(	(
14	CD	CD
-	:	:
masayuki	NNP	NNP
okano	NNP	NNP
75	CD	CD
)	)	)
.	.	.

syria	NNP	NNP
:	:	:
24	CD	CD
-	:	:
salem	NNP	NNP
bitar	NNP	NNP
,	,	,
3	CD	CD
-	:	:
bachar	NNP	NNP
srour	NNP	NNP
;	:	:
4	CD	CD
-	:	:
hassan	NNP	NNP
abbas	NNP	NNP
,	,	,
5	CD	CD
-	:	:
tarek	NNP	NNP
jabban	NNP	NNP
,	,	,
6	CD	CD
-	:	:
ammar	NNP	NNP
awad	NNP	NNP
(	(	(
9	CD	CD
-	:	:
louay	JJ	NNP
taleb	NNP	NNP
69	CD	CD
)	)	)
,	,	,
8	CD	CD
-	:	:
nihad	NNP	NNP
al-boushi	NNS	CD
,	,	,
10	CD	CD
-	:	:
mohammed	NNP	NNP
afash	NNP	NNP
,	,	,
12	CD	CD
-	:	:
ali	NNP	NNP
dib	NNP	NNP
,	,	,
13	CD	CD
-	:	:
abdul	NNP	NNP
latif	NNP	NNP
helou	NNP	NNP
(	(	(
17	CD	CD
-	:	:
ammar	NNP	NNP
rihawiy	NNP	NNP
46	CD	CD
)	)	)
,	,	,
14	CD	CD
-	:	:
khaled	VBD	NNP
zaher	NNP	NNP
;	:	:
16	CD	CD
-	:	:
nader	NNP	NNP
jokhadar	NNP	NNP
.	.	.

freestyle	NNP	NNP
skiing-world	NNP	NNP
cup	NNP	NNP
mogul	NNP	NNP
results	NNS	NNS
.	.	.

tignes	NNP	NNP
,	,	,
france	NNP	NNP
1996-12-06	CD	CD

results	NNS	NNS
of	IN	IN
the	DT	DT
world	NNP	NNP
cup	NNP	NNP

freestyle	JJ	NNS
skiing	NN	VBG
moguls	NNS	NNS
competition	NN	NN
on	IN	IN
friday	NNP	NNP
:	:	:

men	NN	NNS

1.	CD	CD
jesper	NNP	NNP
ronnback	NNP	NNP
(	(	(
sweden	NNP	NNP
)	)	)
25.76	CD	CD
points	NNS	NNS

2.	CD	CD
andrei	NNP	NNP
ivanov	NNP	NNP
(	(	(
russia	NNP	NNP
)	)	)
24.88	CD	CD

3.	NNP	NNP
ryan	NNP	NNP
johnson	NNP	NNP
(	(	(
canada	NNP	NNP
)	)	)
24.57	CD	CD

4.	CD	CD
jean-luc	NNP	NNP
brassard	NNP	NNP
(	(	(
canada	NNP	NNP
)	)	)
24.40	CD	CD

5.	CD	CD
korneilus	NNP	NNP
hole	NNP	NNP
(	(	(
norway	NNP	NNP
)	)	)
23.92	CD	CD

6.	CD	CD
jeremie	NNP	NNP
collomb-patton	NNP	NNP
(	(	(
france	NNP	NNP
)	)	)
23.87	CD	CD

7.	NNP	CD
jim	NNP	NNP
moran	NNP	NNP
(	(	(
u.s.	NNP	NNP
)	)	)
23.25	CD	CD

8.	NNP	CD
dominick	NNP	NNP
gauthier	NNP	NNP
(	(	(
canada	NNP	NNP
)	)	)
22.73	CD	CD

9.	CD	CD
johann	NNP	NNP
gregoire	NNP	NNP
(	(	(
france	NNP	NNP
)	)	)
22.58	CD	CD

10.	CD	CD
troy	NNP	NNP
benson	NNP	NNP
(	(	(
u.s.	NNP	NNP
)	)	)
22.56	CD	CD

women	NNS	NNS

1.	CD	CD
tatjana	NNP	NNP
mittermayer	NNP	NNP
(	(	(
germany	NNP	NNP
)	)	)
24.32	CD	CD

2.	NNP	CD
candice	NNP	NNP
gilg	NNP	NNP
(	(	(
france	NNP	NNP
)	)	)
24.31	CD	CD

3.	NNP	NNP
minna	NNP	NNP
karhu	NNP	NNP
(	(	(
finland	NNP	NNP
)	)	)
24.05	CD	CD

4.	CD	CD
tae	NNP	NNP
satoya	NNP	NNP
(	(	(
japan	NNP	NNP
)	)	)
23.75	CD	CD

5.	NNP	NNP
ann	NNP	NNP
battellle	NNP	NNP
(	(	(
u.s.	NNP	NNP
)	)	)
23.56	CD	CD

6.	NNP	CD
donna	NNP	NNP
weinbrecht	NNP	NNP
(	(	(
u.s.	NNP	NNP
)	)	)
22.48	CD	CD

7.	NNP	CD
liz	NNP	NNP
mcintyre	NNP	NNP
(	(	(
u.s.	NNP	NNP
)	)	)
22.00	CD	CD

8.	NNP	CD
elena	NNP	NNP
koroleva	NNP	NNP
(	(	(
russia	NNP	NNP
)	)	)
21.77	CD	CD

9.	CD	CD
ljudmila	NNP	NNP
dymchenko	NNP	NNP
(	(	(
russia	NNP	NNP
)	)	)
21.59	CD	CD

10.	CD	CD
katleen	NNP	NNP
allais	NNPS	NNP
(	(	(
france	NNP	NNP
)	)	)
21.58	CD	CD

soccer	NN	NN
-	:	:
asian	NNP	NNP
cup	NNP	NNP
group	NNP	NNP
c	NNP	NNP
results	NNS	NNS
.	.	.

al-ain	NNP	NNP
,	,	,
united	NNP	NNP
arab	NNP	NNP
emirates	NNPS	NNP
1996-12-06	CD	CD

results	NNS	NNS
of	IN	IN
asian	NNP	NNP
cup	NNP	NNP
group	NN	NN
c	NNP	SYM
matches	NNS	NNS
played	VBN	VBN
on	IN	IN
friday	NNP	NNP
:	:	:

japan	NNP	NNP
2	CD	CD
syria	NNP	NNP
1	CD	CD
(	(	(
halftime	NN	NN
0-1	JJ	CD
)	)	)

scorers	NNS	NNS
:	:	:

japan	NNP	NNP
-	:	:
hassan	NNP	NNP
abbas	NNP	NNP
84	CD	CD
own	JJ	JJ
goal	NN	NN
,	,	,
takuya	NNP	NNP
takagi	NNP	NNP
88	CD	CD
.	.	.

syria	NNP	NNP
-	:	:
nader	NNP	NNP
jokhadar	NNP	NNP
7	CD	CD

attendance	NN	NN
:	:	:
10,000	LS	LS
.	.	.

china	NNP	NNP
0	CD	CD
uzbekistan	NNP	NNP
2	CD	CD
(	(	(
halftime	NN	NN
0-0	CD	CD
)	)	)

scorers	NNS	NNS
:	:	:
shkvyrin	NNP	NNP
igor	NNP	NNP
78	CD	CD
,	,	,
shatskikh	NNP	NNP
oleg	NNP	NNP
90	CD	CD

attendence	NN	NNP
:	:	:
3,000	CD	CD

standings	NNS	NNS
(	(	(
tabulate	NN	NN
under	IN	IN
played	JJ	JJ
,	,	,
won	VBD	VBD
,	,	,
drawn	VBN	VBN
,	,	,
lost	VBD	VBD
,	,	,
goals	NNS	NNS

for	IN	IN
,	,	,
goals	NNS	NNS
against	IN	IN
,	,	,
points	VBZ	VBZ
)	)	)
:	:	:

uzbekistan	NNP	NNP
1	CD	CD
1	CD	CD
0	CD	CD
0	CD	CD
2	CD	CD
0	CD	CD
3	CD	CD

japan	NNP	NNP
1	CD	CD
1	CD	CD
0	CD	CD
0	CD	CD
2	CD	CD
1	CD	CD
3	CD	CD

syria	NNP	NNP
1	CD	CD
0	CD	CD
0	CD	CD
1	CD	CD
1	CD	CD
2	CD	CD
0	CD	CD

china	NNP	NNP
1	CD	CD
0	CD	CD
0	CD	CD
1	CD	CD
0	CD	CD
2	CD	CD
0	CD	CD

cricket	NNP	NNP
-	:	:
pakistan	NNP	NNP
v	NNP	NNP
new	JJ	NNP
zealand	NNP	NNP
one-day	JJ	NNP
scoreboard	NNP	NNP
.	.	.

[	(	(
corrected	NNP	NNP
14:06	CD	CD
gmt	NNP	NNP
]	)	)

sialkot	NNP	NNP
,	,	,
pakistan	NNP	NNP
1996-12-06	CD	CD

scoreboard	RB	RB
in	IN	IN
the	DT	DT
second	JJ	JJ

one-day	JJ	NNP
cricket	NN	NNP
international	JJ	NNP
between	IN	IN
pakistan	NNP	NNP
and	CC	CC
new	NNP	NNP
zealand	NNP	NNP

on	IN	IN
friday	NNP	NNP
:	:	:

pakistan	NNP	NNP

saeed	NNP	NNP
anwar	NNP	NNP
run	VBP	VBP
out	RP	RP
91	CD	CD
(	(	(
corrects	VBZ	NNS
from	IN	IN
90	CD	CD
)	)	)

zahoor	NNP	NNP
elahi	NNP	NNP
b	SYM	SYM
cairns	NNPS	NNP
86	CD	CD
(	(	(
corrects	VBZ	NNS
from	IN	IN
87	CD	CD
)	)	)

ijaz	NNP	NNP
ahmad	NNP	NNP
c	SYM	SYM
spearman	NNP	NNP
b	SYM	SYM
vaughan	NNP	NNP
59	CD	CD

inzamamul	JJ	NNP
haq	NNP	NNP
st	NN	NNP
germon	NNP	NNP
b	SYM	SYM
astle	NNP	NNP
2	CD	CD

wasim	NNP	NNP
akram	NNP	NNP
b	SYM	SYM
harris	NNP	NNP
4	CD	CD

shahid	NNP	NNP
afridi	NNP	NNP
b	SYM	SYM
harris	NNP	NNP
2	CD	CD

moin	NNP	NNP
khan	NNP	NNP
c	SYM	SYM
astle	NNP	NNP
b	SYM	SYM
harris	NNP	NNP
1	CD	CD

waqar	NNP	NNP
younis	NNP	NNP
st	NN	NNP
germon	NNP	NNP
b	SYM	SYM
harris	NNP	NNP
0	CD	CD

saqlain	NNP	NNP
mushtaq	NNP	NNP
b	SYM	SYM
harris	NNP	NNP
2	CD	CD

mushtaq	NNP	NNP
ahmad	NNP	NNP
not	RB	RB
out	IN	IN
5	CD	CD

salim	NNP	NNP
malik	NNP	NNP
not	RB	RB
